"secs","kph","rpm","watts","hr","torq","km","g"
1360.8,25.9,95,220,137,10.5,10.178,2.16
1363.32,26.5,87,107,132,5,10.197,2.42
1365.84,27.9,89,82,132,3.6,10.217,2.49
1368.36,28.8,62,79,132,3.4,10.236,3.69
1370.88,29.4,96,102,131,4.3,10.258,2.43
1373.4,30.1,84,110,130,4.5,10.277,2.84
1375.92,30.4,101,83,123,3.4,10.299,2.39
1378.44,30,91,102,115,4.2,10.32,2.62
1380.96,29.4,95,145,113,6.1,10.342,2.46
1383.48,29.3,91,142,114,6,10.361,2.56
1386,29,92,167,115,7.1,10.383,2.5
1388.52,28.7,89,168,115,7.2,10.402,2.56
1391.04,29.1,89,128,117,5.4,10.422,2.59
1393.56,29.3,81,99,118,4.2,10.443,2.87
1396.08,30.1,86,105,119,4.3,10.465,2.78
1398.6,30.4,93,95,119,3.8,10.484,2.59
1401.12,30.7,0,82,120,3.3,10.506,NA
1403.64,30.7,96,112,120,4.5,10.527,2.54
1406.16,30.6,103,92,120,3.7,10.549,2.36
1408.68,30.6,0,101,119,4.1,10.57,NA
1411.2,30.4,96,122,119,5,10.592,2.51
1413.72,30.8,95,144,117,5.8,10.613,2.57
1416.24,31.1,95,148,118,5.9,10.635,2.6
1418.76,30.7,71,143,119,5.8,10.656,3.43
1421.28,30.9,100,116,120,4.6,10.678,2.45
1423.8,31,93,105,121,4.2,10.7,2.65
1426.32,30.5,96,100,121,4.1,10.721,2.52
1428.84,31.2,95,160,122,6.3,10.743,2.61
1431.36,31.6,106,104,121,4.1,10.766,2.37
1433.88,31.6,85,104,121,4.1,10.788,2.95
1436.4,31.6,89,101,121,4,10.809,2.82
1438.92,31,92,128,119,5.1,10.831,2.67
1441.44,31,95,128,119,5.1,10.853,2.59
1443.96,30.7,87,132,120,5.3,10.874,2.8
1446.48,30.2,86,127,120,5.2,10.896,2.79
1449,29.4,91,159,121,6.7,10.917,2.56
1451.52,29.9,86,132,122,5.4,10.937,2.76
1454.04,30.1,86,129,122,5.3,10.958,2.78
1456.56,30.3,60,161,122,6.6,10.98,4.01
1459.08,30.2,88,157,122,6.4,11.001,2.72
1461.6,30.4,90,164,123,6.7,11.023,2.68
1464.12,30.6,91,160,125,6.4,11.044,2.67
1466.64,30.5,84,115,126,4.6,11.066,2.88
1469.16,30.4,82,95,126,3.8,11.087,2.94
1471.68,30.2,93,125,126,5.1,11.107,2.58
1474.2,29.9,91,139,126,5.8,11.128,2.61
1476.72,29.7,69,114,125,4.7,11.15,3.42
1479.24,29.7,84,141,126,5.9,11.169,2.81
1481.76,29.8,89,156,126,6.4,11.191,2.66
1484.28,30.1,84,121,125,5,11.212,2.84
1486.8,30.5,87,145,125,5.9,11.234,2.78
1489.32,30.9,66,102,125,4.1,11.256,3.72
1491.84,31.1,87,122,126,4.9,11.277,2.84
1494.36,31.8,69,134,127,5.2,11.299,3.66
1496.88,31.8,74,113,127,4.4,11.32,3.41
1499.4,31.8,90,119,127,4.6,11.344,2.8
1501.92,31.7,71,93,127,3.6,11.365,3.54
1504.44,31.6,90,142,126,5.5,11.387,2.79
1506.96,31.8,85,131,126,5.1,11.411,2.97
1509.48,32,91,123,125,4.7,11.432,2.79
1512,32.3,88,157,123,6,11.454,2.91
1514.52,31.8,96,186,123,7.2,11.477,2.63
1517.04,31.4,76,204,123,8,11.499,3.28
1519.56,31.6,82,133,123,5.2,11.521,3.06
1522.08,31.6,69,147,123,5.8,11.544,3.63
1524.6,31.5,81,133,124,5.2,11.566,3.09
1527.12,31.3,95,103,124,4.1,11.587,2.61
1529.64,31.4,92,115,124,4.5,11.609,2.71
1532.16,31,73,130,124,5.2,11.63,3.37
1534.68,31,89,145,124,5.8,11.652,2.76
1537.2,31,88,131,124,5.2,11.674,2.8
1539.72,31.2,86,148,123,5.9,11.697,2.88
1542.24,31.2,81,166,124,6.6,11.719,3.06
1544.76,31,89,147,124,5.9,11.74,2.76
1547.28,30.9,85,113,124,4.5,11.762,2.89
1549.8,30.4,85,125,124,5.1,11.783,2.84
1552.32,29.9,85,180,125,7.5,11.803,2.79
1554.84,29.6,114,108,125,4.5,11.824,2.06
1557.36,30.1,98,80,126,3.3,11.846,2.44
1559.88,29.8,82,98,125,4.1,11.868,2.88
1562.4,29.3,68,104,125,4.4,11.887,3.42
1564.92,29.3,101,123,125,5.2,11.908,2.3
1567.44,28.1,77,211,125,9.3,11.928,2.9
1569.96,29.4,80,188,0,7.9,11.947,2.92
1572.48,31.6,87,148,124,5.8,11.969,2.88
1575,32.3,85,151,124,5.8,11.993,3.02
1577.52,32.6,93,119,124,4.5,12.014,2.78
1580.04,32.7,92,96,123,3.6,12.038,2.82
1582.56,32.3,98,118,123,4.5,12.061,2.62
1585.08,32.9,95,111,123,4.2,12.083,2.75
1587.6,33.7,93,123,123,4.5,12.107,2.88
1590.12,33.4,93,137,123,5.1,12.13,2.85
1592.64,33.4,96,153,124,5.6,12.154,2.76
1595.16,31.7,91,229,125,8.9,12.176,2.76
1597.68,29,72,199,125,8.5,12.197,3.2
1600.2,27.7,83,200,125,8.9,12.217,2.65
1602.72,29.1,87,152,125,6.4,12.236,2.65
1605.24,30.7,85,121,126,4.9,12.258,2.87
1607.76,31.8,107,125,127,4.9,12.279,2.36
1610.28,31.6,96,92,129,3.6,12.303,2.61
1612.8,31,87,119,130,4.7,12.324,2.83
1615.32,31.9,87,88,130,3.4,12.346,2.91
1617.84,33.3,114,85,129,3.2,12.37,2.32
1620.36,33.8,124,108,129,4,12.393,2.16
1622.88,34.3,126,72,126,2.6,12.417,2.16
1625.4,34.4,97,75,125,2.7,12.441,2.81
1627.92,34.8,130,86,123,3.1,12.464,2.12
1630.44,34.3,120,116,123,4.2,12.49,2.27
1632.96,33.5,95,178,122,6.6,12.512,2.8
1635.48,32.4,92,190,120,7.2,12.536,2.8
1638,30.9,89,212,120,8.5,12.557,2.76
1640.52,30.1,88,184,121,7.6,12.579,2.71
1643.04,29.3,87,190,122,8,12.598,2.67
1645.56,29.9,86,178,123,7.3,12.62,2.76
1648.08,31.5,89,49,125,1.9,12.641,2.81
1650.6,35.9,63,33,125,1.1,12.667,4.52
1653.12,36.4,73,30,125,1,12.691,3.96
1655.64,36.3,114,123,125,4.2,12.717,2.53
1658.16,34.2,106,125,126,4.5,12.742,2.56
1660.68,30.1,124,173,128,7.1,12.764,1.93
1663.2,27.9,85,191,142,8.5,12.783,2.61
1665.72,26.1,84,215,142,10.2,12.801,2.47
1668.24,23.6,70,311,142,16.3,12.818,2.68
1670.76,22.3,67,305,123,16.9,12.835,2.64
1673.28,22.6,58,89,123,4.9,12.85,3.09
1675.8,24.5,73,83,124,4.2,12.867,2.66
1678.32,27.7,65,48,130,2.1,12.885,3.38
1680.84,32.2,118,50,130,1.9,12.908,2.17
1683.36,37,0,0,130,0,12.932,NA
1685.88,40.7,60,34,129,1,12.96,5.38
1688.4,42.2,86,73,129,2.1,12.99,3.89
1690.92,43.5,89,84,129,2.4,13.02,3.88
1693.44,43.8,50,112,123,3.2,13.051,6.95
1695.96,43.4,104,91,119,2.6,13.081,3.31
1698.48,45,76,82,114,2.3,13.113,4.7
1701,43.8,97,104,106,2.9,13.143,3.58
1703.52,39.8,77,182,106,5.6,13.171,4.1
1706.04,37.9,67,159,106,5.2,13.199,4.49
1708.56,37.3,81,171,112,5.6,13.225,3.65
1711.08,37.1,89,139,114,4.6,13.251,3.31
1713.6,36.8,86,118,116,4,13.277,3.4
1716.12,38.9,90,85,115,2.7,13.303,3.43
1718.64,40.7,100,75,116,2.3,13.331,3.23
1721.16,39.7,88,116,116,3.6,13.359,3.58
1723.68,38.3,120,119,118,3.8,13.387,2.53
1726.2,36.7,79,148,119,5,13.413,3.69
1728.72,35.2,86,155,120,5.4,13.439,3.25
1731.24,33.2,85,212,119,7.9,13.46,3.1
1733.76,31.3,79,163,119,6.4,13.484,3.14
1736.28,31.7,73,142,121,5.5,13.505,3.45
1738.8,32.5,91,107,123,4.1,13.527,2.83
1741.32,33.2,91,122,123,4.5,13.551,2.9
1743.84,34,122,118,123,4.3,13.574,2.21
1746.36,34.8,87,127,123,4.5,13.598,3.17
1748.88,35.1,67,135,124,4.7,13.624,4.16
1751.4,34.6,76,139,125,5,13.648,3.61
1753.92,34.2,85,156,125,5.6,13.671,3.19
1756.44,33.7,66,148,125,5.4,13.695,4.05
1758.96,34.6,95,127,124,4.5,13.719,2.89
1761.48,36.8,77,108,124,3.6,13.745,3.79
1764,37.8,98,83,123,2.7,13.77,3.06
1766.52,38.8,65,92,119,2.9,13.798,4.74
1769.04,38.8,101,106,117,3.4,13.824,3.05
1771.56,37.2,91,146,119,4.9,13.852,3.24
1774.08,35.7,92,141,120,4.9,13.876,3.08
1776.6,35.3,87,120,120,4.2,13.902,3.22
1779.12,35.9,68,158,120,5.4,13.926,4.19
1781.64,36.5,71,147,120,5,13.951,4.08
1784.16,35.7,95,144,121,5,13.977,2.98
1786.68,34.8,87,147,121,5.2,14.001,3.17
1789.2,34.5,87,174,123,6.2,14.025,3.15
1791.72,34.4,85,211,123,7.6,14.051,3.21
1794.24,34.8,69,153,125,5.4,14.074,4
1796.76,35.1,69,154,126,5.4,14.098,4.04
1799.28,36.6,112,111,127,3.7,14.124,2.59
1801.8,36.5,100,107,127,3.6,14.15,2.9
1804.32,37.2,95,99,127,3.3,14.176,3.11
1806.84,38.6,69,120,127,3.8,14.201,4.44
1809.36,39.5,87,137,126,4.3,14.229,3.6
1811.88,38.9,87,139,126,4.4,14.257,3.55
1814.4,37.8,62,142,123,4.6,14.283,4.84
1816.92,37.1,91,177,123,5.9,14.309,3.24
1819.44,34.8,88,165,123,5.9,14.335,3.14
1821.96,31.5,88,182,123,7.1,14.357,2.84
1824.48,30.1,81,430,123,17.6,14.378,2.95
1827,31.9,91,359,123,13.9,14.4,2.78
1829.52,32.2,91,165,124,6.3,14.423,2.81
1832.04,32.2,75,209,131,8,14.445,3.41
1834.56,32.5,89,140,133,5.3,14.469,2.9
1837.08,32.2,101,130,134,5,14.49,2.53
1839.6,32.1,85,167,135,6.4,14.512,3
1842.12,32.4,87,89,136,3.4,14.535,2.96
1844.64,31.9,82,32,136,1.2,14.557,3.09
1847.16,32.4,135,83,136,3.2,14.581,1.9
1849.68,32.6,98,119,136,4.5,14.602,2.64
1852.2,33,71,148,136,5.5,14.626,3.69
1854.72,33.9,98,112,136,4.1,14.65,2.75
1857.24,34.4,109,101,133,3.6,14.673,2.5
1859.76,34.7,100,127,133,4.5,14.697,2.75
1862.28,34.6,103,101,133,3.6,14.723,2.67
1864.8,34.2,109,113,133,4.1,14.747,2.49
1867.32,33.8,97,90,133,3.3,14.77,2.77
1869.84,33.2,87,94,0,3.5,14.794,3.03
1872.36,33,90,100,126,3.7,14.816,2.91
1874.88,32.9,101,108,126,4.1,14.839,2.59
1877.4,32.7,72,143,125,5.4,14.863,3.6
1879.92,32.4,84,119,123,4.5,14.885,3.06
1882.44,32.4,92,113,122,4.3,14.908,2.8
1884.96,32.3,103,118,120,4.5,14.93,2.49
1887.48,32.2,91,130,119,5,14.953,2.81
1890,32.4,70,134,119,5.1,14.975,3.67
1892.52,32.9,91,126,119,4.7,14.999,2.87
1895.04,33.2,93,97,135,3.6,15.022,2.83
1897.56,33.5,89,40,137,1.5,15.046,2.99
1900.08,33.5,0,67,137,2.5,15.07,NA
1902.6,34.1,88,87,137,3.2,15.094,3.08
1905.12,34.3,93,129,137,4.6,15.117,2.93
1907.64,34.8,92,146,0,5.2,15.141,3
1910.16,35,74,83,119,2.9,15.165,3.75
1912.68,34.4,45,138,117,5,15.188,6.07
1915.2,34.2,87,100,117,3.6,15.214,3.12
1917.72,33.9,65,121,118,4.4,15.238,4.14
1920.24,34.2,86,125,118,4.5,15.262,3.16
1922.76,34.7,86,54,119,1.9,15.285,3.2
1925.28,34.7,49,60,117,2.1,15.309,5.62
1927.8,34.4,95,154,116,5.5,15.333,2.87
1930.32,35,68,86,116,3.1,15.359,4.08
1932.84,35.2,79,109,117,3.8,15.382,3.54
1935.36,36.2,81,86,114,2.9,15.408,3.55
1937.88,38.1,93,21,111,0.7,15.434,3.25
1940.4,39.3,0,0,111,0,15.462,NA
1942.92,42,0,0,111,0,15.49,NA
1945.44,42.9,0,0,109,0,15.52,NA
1947.96,42.2,0,0,108,0,15.55,NA
1950.48,40.6,0,78,107,2.4,15.578,NA
1953,39,118,25,107,0.8,15.606,2.62
1955.52,36.3,0,0,101,0,15.632,NA
1958.04,34.4,0,151,101,5.4,15.656,NA
1960.56,35.7,88,157,101,5.4,15.682,3.22
1963.08,40.7,100,123,102,3.7,15.708,3.23
1965.6,42,93,150,102,4.4,15.738,3.58
1968.12,41.7,75,153,106,4.5,15.768,4.41
1970.64,41.1,103,124,103,3.7,15.796,3.17
1973.16,38.9,87,121,109,3.8,15.824,3.55
1975.68,37.2,67,123,110,4.1,15.85,4.41
1978.2,34.2,88,203,110,7.3,15.876,3.08
1980.72,29.1,73,299,110,12.7,15.895,3.16
1983.24,27.7,69,266,110,11.9,15.915,3.19
1985.76,28.4,70,273,110,11.9,15.936,3.22
1988.28,29.9,68,118,0,4.9,15.956,3.49
1990.8,31.3,76,103,124,4.1,15.977,3.27
1993.32,32.2,83,142,130,5.4,16.001,3.08
1995.84,32.8,84,96,129,3.6,16.022,3.1
1998.36,32.8,83,102,130,3.8,16.046,3.14
2000.88,32.9,88,123,130,4.6,16.07,2.97
2003.4,33.4,93,153,130,5.6,16.091,2.85
2005.92,34.3,87,88,130,3.2,16.117,3.13
2008.44,34.1,78,53,129,1.9,16.141,3.47
2010.96,34.2,78,78,128,2.8,16.165,3.48
2013.48,35.1,88,167,127,5.9,16.188,3.17
2016,35.7,72,105,127,3.6,16.214,3.94
2018.52,35.4,71,75,127,2.6,16.238,3.96
2021.04,34.5,77,79,127,2.8,16.262,3.56
2023.56,34.2,50,122,127,4.4,16.287,5.43
2026.08,34.3,88,132,0,4.7,16.311,3.09
2028.6,35.1,66,189,0,6.7,16.335,4.22
2031.12,34.6,65,152,0,5.4,16.359,4.22
2033.64,33.9,80,211,0,7.7,16.382,3.36
2036.16,34.2,85,260,0,9.4,16.406,3.19
2038.68,34.4,87,211,0,7.6,16.43,3.14
2041.2,34.5,83,164,127,5.9,16.456,3.3
2043.72,34.7,89,152,127,5.4,16.479,3.09
2046.24,36.9,83,64,126,2.1,16.505,3.53
2048.76,40.2,112,88,126,2.7,16.531,2.85
2051.28,43,96,114,126,3.3,16.561,3.55
2053.8,44.8,83,197,126,5.4,16.593,4.28
2056.32,43.7,96,188,126,5.3,16.624,3.61
2058.84,41,93,221,129,6.7,16.654,3.5
2061.36,38.8,87,191,129,6.1,16.68,3.54
2063.88,37,65,173,129,5.8,16.708,4.52
2066.4,35.7,87,170,131,5.9,16.731,3.26
2068.92,34.8,89,153,131,5.4,16.757,3.1
2071.44,34.7,58,152,132,5.4,16.781,4.75
2073.96,35.2,109,97,132,3.4,16.805,2.56
2076.48,35.7,84,29,132,1,16.83,3.37
2079,35.6,0,0,132,0,16.854,NA
2081.52,35.3,0,0,131,0,16.88,NA
2084.04,35.6,69,169,131,5.9,16.904,4.09
2086.56,36.6,63,134,131,4.5,16.93,4.61
2089.08,36.9,83,84,126,2.8,16.955,3.53
2091.6,36.4,106,57,126,1.9,16.981,2.73
2094.12,35.7,124,43,126,1.5,17.007,2.28
2096.64,35.3,88,84,125,2.9,17.031,3.18
2099.16,35.6,71,68,124,2.4,17.057,3.98
2101.68,35.7,56,33,124,1.1,17.08,5.06
2104.2,34.2,103,50,124,1.8,17.106,2.64
2106.72,35.2,90,251,117,8.8,17.13,3.1
2109.24,36.8,96,182,117,6.1,17.156,3.04
2111.76,37.3,98,137,116,4.5,17.182,3.02
2114.28,36.5,49,134,120,4.5,17.208,5.91
2116.8,35.8,90,115,114,4,17.231,3.16
2119.32,36,98,161,113,5.5,17.257,2.92
2121.84,36.1,90,145,113,5,17.283,3.18
2124.36,35.7,98,140,115,4.9,17.307,2.89
2126.88,35.3,95,94,115,3.3,17.333,2.95
2129.4,35.8,89,82,117,2.8,17.358,3.19
2131.92,37.8,78,73,117,2.4,17.384,3.85
2134.44,39.5,67,65,117,2,17.41,4.68
2136.96,39.7,59,120,117,3.7,17.438,5.34
2139.48,39,78,103,117,3.3,17.466,3.97
2142,38.5,71,95,117,3.1,17.494,4.3
2144.52,36.9,96,121,117,4.1,17.52,3.05
2147.04,34.9,72,147,117,5.2,17.544,3.85
2149.56,33.7,92,173,117,6.3,17.567,2.91
2152.08,33.1,83,139,116,5.2,17.591,3.17
2154.6,34,84,155,118,5.6,17.615,3.21
2157.12,35.8,69,108,118,3.7,17.639,4.12
2159.64,37.4,93,164,118,5.4,17.664,3.19
2162.16,38.9,93,114,118,3.6,17.692,3.32
2164.68,37,93,146,119,4.9,17.718,3.16
2167.2,34.3,83,213,120,7.7,17.742,3.28
2169.72,32.2,79,209,121,8,17.766,3.23
2172.24,30.5,87,204,122,8.2,17.787,2.78
2174.76,29.4,82,245,122,10.3,17.809,2.85
2177.28,29.1,82,203,122,8.6,17.828,2.82
2179.8,30,87,162,124,6.7,17.85,2.74
2182.32,33.2,95,82,126,3.1,17.871,2.77
2184.84,37.7,48,21,127,0.7,17.897,6.23
2187.36,41.7,0,0,127,0,17.927,NA
2189.88,42.8,0,0,127,0,17.958,NA
2192.4,41.4,0,0,127,0,17.986,NA
2194.92,38.9,0,0,127,0,18.014,NA
2197.44,34.9,91,19,127,0.7,18.037,3.04
2199.96,30.5,63,301,127,12.2,18.061,3.84
2202.48,30.2,85,365,126,14.9,18.083,2.82
2205,28.4,82,278,125,12.1,18.102,2.75
2207.52,26.1,75,299,125,14.1,18.121,2.76
2210.04,24.3,69,209,133,10.6,18.139,2.8
2212.56,24,67,220,133,11.3,18.154,2.84
2215.08,24.4,70,158,133,8,18.171,2.77
2217.6,23.6,74,186,134,9.7,18.188,2.53
2220.12,23.6,92,182,135,9.5,18.205,2.04
2222.64,23.9,80,175,137,9,18.22,2.37
2225.16,23.8,82,185,137,9.6,18.238,2.3
2227.68,23.6,86,212,138,11.1,18.255,2.18
2230.2,23.3,83,151,140,8,18.27,2.23
2232.72,23.1,81,179,141,9.6,18.287,2.26
2235.24,22.7,79,197,142,10.7,18.302,2.28
2237.76,22.6,78,245,142,13.3,18.32,2.3
2240.28,22.4,79,225,143,12.4,18.335,2.25
2242.8,22.3,77,233,143,12.9,18.35,2.3
2245.32,22.1,78,214,142,12,18.367,2.25
2247.84,21.3,73,191,142,11.1,18.38,2.32
2250.36,20.8,71,221,141,13.1,18.395,2.33
2252.88,21,73,217,141,12.8,18.41,2.28
2255.4,20.6,75,211,141,12.7,18.425,2.18
2257.92,20.8,69,230,141,13.7,18.438,2.39
2260.44,20.7,74,212,140,12.7,18.453,2.22
2262.96,20,69,198,140,12.2,18.468,2.3
2265.48,20.5,69,315,140,19,18.481,2.36
2268,22,76,292,140,16.4,18.496,2.3
2270.52,23.6,71,117,140,6.1,18.514,2.64
2273.04,23.4,79,165,140,8.7,18.529,2.35
2275.56,23.9,82,151,140,7.8,18.546,2.31
2278.08,23.9,92,87,140,4.5,18.563,2.06
2280.6,23.6,84,119,140,6.2,18.58,2.23
2283.12,23.6,88,97,140,5.1,18.595,2.13
2285.64,24.2,82,155,139,7.9,18.613,2.34
2288.16,24.9,86,87,139,4.3,18.63,2.3
2290.68,25.6,107,73,137,3.5,18.647,1.9
2293.2,26.6,65,51,137,2.4,18.667,3.25
2295.72,27.8,73,36,137,1.6,18.686,3.02
2298.24,30.4,85,33,137,1.4,18.708,2.84
2300.76,33.7,63,52,0,1.9,18.729,4.25
2303.28,35.2,83,68,0,2.4,18.755,3.37
2305.8,35.5,130,81,0,2.8,18.779,2.17
2308.32,34.4,92,186,0,6.7,18.802,2.97
2310.84,32.7,85,155,110,5.9,18.826,3.05
2313.36,29.5,84,195,111,8.1,18.848,2.79
2315.88,26.8,82,199,111,9.2,18.867,2.59
2318.4,24.6,73,308,111,15.5,18.884,2.67
2320.92,22.7,69,289,111,15.7,18.899,2.61
2323.44,22.4,91,244,0,13.4,18.917,1.95
2325.96,23.1,71,214,0,11.4,18.932,2.58
2328.48,25.2,81,185,0,9,18.949,2.47
2331,25.7,78,157,127,7.6,18.968,2.61
2333.52,26,87,157,127,7.5,18.986,2.37
2336.04,26.5,79,153,127,7.1,19.005,2.66
2338.56,26.7,77,103,128,4.7,19.022,2.75
2341.08,26.8,103,128,128,5.9,19.042,2.07
2343.6,26.9,82,126,129,5.8,19.061,2.6
2346.12,26.7,87,103,129,4.7,19.078,2.44
2348.64,27.1,82,106,129,4.9,19.098,2.62
2351.16,27.8,85,66,126,2.9,19.117,2.6
2353.68,28.6,103,92,127,4,19.136,2.2
2356.2,29.3,98,123,130,5.2,19.158,2.37
2358.72,29.9,83,112,131,4.6,19.179,2.86
2361.24,29.5,97,97,129,4.1,19.199,2.41
2363.76,29,88,141,126,6,19.22,2.62
2366.28,28.6,84,147,120,6.3,19.24,2.7
2368.8,28.5,88,141,119,6.1,19.259,2.57
2371.32,28.3,86,140,119,6.1,19.279,2.61
2373.84,28.2,91,134,120,5.9,19.298,2.46
2376.36,28.2,86,160,120,7,19.32,2.6
2378.88,29,86,218,120,9.3,19.339,2.68
2381.4,29.7,116,92,120,3.8,19.36,2.03
2383.92,30.3,91,108,121,4.4,19.38,2.64
2386.44,31,124,99,123,4,19.401,1.98
2388.96,31.6,124,95,123,3.7,19.425,2.02
2391.48,31.9,81,93,120,3.6,19.447,3.13
2394,31.9,73,88,117,3.4,19.468,3.47
2396.52,31.2,0,86,116,3.4,19.492,NA
2399.04,30.6,87,90,114,3.6,19.513,2.79
2401.56,29.8,130,49,115,2,19.533,1.82
2404.08,28,0,0,115,0,19.554,NA
2406.6,24.4,0,0,111,0,19.572,NA
2409.12,11.6,0,0,108,0,19.582,NA
2411.64,9.7,0,167,107,21.4,19.589,NA
2414.16,14.8,48,205,109,17.1,19.598,2.45
2416.68,19.1,50,227,117,14.7,19.61,3.03
2419.2,22.7,63,258,118,14,19.626,2.86
2421.72,26.1,73,337,114,15.9,19.645,2.84
2424.24,29.9,83,230,114,9.5,19.664,2.86
2426.76,30.2,86,172,116,7,19.686,2.79
2429.28,30.6,87,134,123,5.4,19.707,2.79
2431.8,30.7,86,84,123,3.4,19.729,2.83
2434.32,30.8,0,0,123,0,19.751,NA
2436.84,30.2,0,0,122,0,19.772,NA
2439.36,31.3,84,89,123,3.5,19.794,2.96
2441.88,31.4,0,0,123,0,19.815,NA
2444.4,32.2,77,86,124,3.3,19.837,3.32
2446.92,33.4,93,89,125,3.3,19.86,2.85
2449.44,33.7,0,0,122,0,19.884,NA
2451.96,34.1,104,19,122,0.7,19.908,2.6
2454.48,34.5,87,92,112,3.3,19.932,3.15
2457,35.5,104,117,117,4.1,19.957,2.71
2459.52,36.5,98,50,117,1.7,19.983,2.96
2462.04,36.2,0,0,117,0,20.007,NA
2464.56,35.8,130,131,117,4.5,20.033,2.19
2467.08,35.6,75,127,117,4.4,20.059,3.77
2469.6,34.3,90,151,117,5.4,20.082,3.02
2472.12,32.9,88,186,116,7,20.106,2.97
2474.64,32,93,129,116,5,20.128,2.73
2477.16,30.8,95,197,106,7.9,20.149,2.57
2479.68,29.9,86,194,111,8,20.171,2.76
2482.2,29.4,83,196,112,8.2,20.19,2.81
2484.72,29.4,110,150,113,6.3,20.212,2.12
2487.24,28.3,89,148,115,6.4,20.231,2.52
2489.76,27.9,85,176,115,7.8,20.251,2.61
2492.28,27.9,85,196,115,8.7,20.27,2.61
2494.8,27.8,85,155,115,6.9,20.289,2.6
2497.32,27.7,84,188,0,8.4,20.309,2.62
2499.84,27.3,83,170,0,7.7,20.328,2.61
2502.36,27.3,84,170,0,7.7,20.347,2.58
2504.88,27.4,82,155,136,7,20.367,2.65
2507.4,27.4,84,163,136,7.3,20.386,2.59
2509.92,27.1,81,169,137,7.7,20.406,2.66
2512.44,27.4,83,155,130,7,20.425,2.62
2514.96,27.5,86,121,130,5.4,20.444,2.54
2517.48,28,84,100,130,4.4,20.464,2.65
2520,28.7,100,71,130,3.1,20.483,2.28
2522.52,29.4,122,48,130,2,20.505,1.91
2525.04,30.7,90,48,129,1.9,20.524,2.71
2527.56,31.3,42,100,126,4,20.548,5.91
2530.08,32.5,91,68,126,2.6,20.569,2.83
2532.6,33.3,118,30,126,1.1,20.593,2.24
2535.12,33.1,0,0,126,0,20.617,NA
2537.64,32.9,0,0,127,0,20.638,NA
2540.16,32.5,90,149,127,5.6,20.662,2.87
2542.68,32.6,96,128,127,4.9,20.684,2.7
2545.2,32.2,63,121,127,4.6,20.707,4.06
2547.72,32.8,83,66,0,2.5,20.731,3.14
2550.24,32.2,44,53,106,2,20.753,5.81
2552.76,32.4,62,86,106,3.3,20.776,4.15
2555.28,33.8,83,28,111,1,20.8,3.23
2557.8,34.8,73,105,112,3.7,20.824,3.78
2560.32,36.4,62,27,112,0.9,20.847,4.66
2562.84,36.4,0,0,112,0,20.873,NA
2565.36,36.5,93,120,112,4.1,20.899,3.11
2567.88,35.6,101,176,0,6.1,20.925,2.8
2570.4,33.9,100,121,112,4.4,20.949,2.69
2572.92,31.7,84,183,112,7.1,20.97,3
2575.44,31.2,78,200,113,7.9,20.992,3.17
2577.96,31.3,82,89,114,3.5,21.016,3.03
2580.48,31.5,89,86,113,3.4,21.037,2.81
2583,32.5,93,134,113,5.1,21.059,2.77
2585.52,34.1,83,28,115,1,21.082,3.26
2588.04,35.2,0,106,111,3.7,21.108,NA
2590.56,36.3,0,0,111,0,21.132,NA
2593.08,36,0,0,112,0,21.158,NA
2595.6,34.2,0,0,112,0,21.181,NA
2598.12,33.2,0,0,112,0,21.205,NA
2600.64,32.2,0,0,97,0,21.229,NA
2603.16,28.9,0,0,97,0,21.248,NA
2605.68,20.7,0,0,99,0,21.266,NA
2608.2,13.3,0,0,99,0,21.274,NA
2610.72,7.7,0,0,93,0,21.278,NA
2613.24,4,0,15,93,4.5,21.283,NA
2615.76,9,0,85,93,11.6,21.287,NA
2618.28,14.9,0,122,93,10.1,21.298,NA
2620.8,18.6,0,80,0,5.3,21.311,NA
2623.32,20.4,59,289,93,17.5,21.324,2.74
2625.84,22.3,67,396,93,21.9,21.339,2.64
2628.36,24.3,73,249,93,12.7,21.356,2.64
2630.88,24.3,96,216,93,11,21.373,2.01
2633.4,25.1,77,230,93,11.3,21.39,2.59
2635.92,25.6,81,220,0,10.6,21.41,2.51
2638.44,25.7,76,162,0,7.8,21.427,2.68
2640.96,26.4,77,217,0,10.2,21.447,2.72
2643.48,27.1,84,99,120,4.5,21.464,2.56
2646,27.4,88,123,127,5.5,21.483,2.47
2648.52,29.1,88,200,127,8.5,21.505,2.62
2651.04,29.8,0,109,127,4.5,21.524,NA
2653.56,30.1,70,149,127,6.1,21.546,3.41
2656.08,30.5,83,131,127,5.3,21.567,2.92
2658.6,30.4,97,103,161,4.2,21.589,2.49
2661.12,30.1,103,154,161,6.3,21.61,2.32
2663.64,30.5,0,89,137,3.6,21.63,NA
2666.16,29.9,107,90,139,3.7,21.651,2.22
2668.68,31.2,118,106,137,4.2,21.673,2.1
2671.2,33.2,96,103,138,3.8,21.697,2.74
2673.72,34.8,107,127,138,4.5,21.72,2.58
2676.24,36,122,96,140,3.3,21.746,2.34
2678.76,36.9,77,101,140,3.4,21.772,3.8
2681.28,37,77,47,141,1.6,21.798,3.81
2683.8,36.9,67,148,141,5,21.824,4.37
2686.32,37.3,91,184,141,6.1,21.85,3.25
2688.84,37.9,91,142,141,4.6,21.875,3.31
2691.36,37.8,100,152,126,5,21.901,3
2693.88,37.1,93,109,125,3.6,21.927,3.17
