"secs","kph","rpm","watts","hr","torq","km","g"
4067.28,33.2,77,76,130,2.8,34.344,3.42
4069.8,32.9,82,168,130,6.3,34.368,3.18
4072.32,33.3,88,204,0,7.6,34.392,3
4074.84,33.7,83,188,0,6.9,34.415,3.22
4077.36,34,83,174,0,6.3,34.439,3.25
4079.88,32.9,87,147,0,5.5,34.461,3
4082.4,32.9,85,259,0,9.7,34.484,3.07
4084.92,32.4,84,145,0,5.5,34.508,3.06
4087.44,32.9,87,157,0,5.9,34.53,3
4089.96,33.4,93,122,0,4.5,34.553,2.85
4092.48,34.1,104,69,0,2.5,34.577,2.6
4095,34.6,97,136,132,4.9,34.601,2.83
4097.52,35.4,87,172,132,6,34.627,3.23
4100.04,36.2,92,106,132,3.6,34.65,3.12
4102.56,36.5,91,84,132,2.8,34.676,3.18
4105.08,36.6,76,117,131,4,34.702,3.82
4107.6,36.6,90,174,129,5.9,34.728,3.23
4110.12,35.9,90,118,129,4.1,34.754,3.17
4112.64,35.2,88,116,128,4.1,34.777,3.17
4115.16,34.8,88,147,129,5.2,34.803,3.14
4117.68,36.2,88,202,129,6.9,34.827,3.26
4120.2,37.1,96,177,129,5.9,34.853,3.07
4122.72,37.4,92,202,130,6.7,34.879,3.23
4125.24,37.5,93,127,130,4.2,34.907,3.2
4127.76,36.3,62,176,130,6,34.93,4.65
4130.28,36.2,71,182,129,6.2,34.956,4.05
4132.8,35.2,90,145,130,5.1,34.982,3.1
4135.32,35.7,88,268,130,9.3,35.006,3.22
4137.84,36.5,93,210,130,7.1,35.032,3.11
4140.36,36.1,88,172,130,5.9,35.058,3.26
4142.88,36.2,90,232,130,7.9,35.083,3.19
4145.4,35.8,90,207,130,7.1,35.107,3.16
4147.92,34.6,71,171,131,6.1,35.133,3.87
4150.44,34.3,88,179,133,6.4,35.157,3.09
4152.96,35.2,75,84,133,2.9,35.18,3.72
4155.48,35.7,0,0,133,0,35.206,NA
4158,38.1,0,0,133,0,35.232,NA
4160.52,41,0,0,129,0,35.26,NA
4163.04,42.3,0,0,129,0,35.29,NA
4165.56,41.4,0,0,122,0,35.318,NA
4168.08,39.8,0,0,122,0,35.346,NA
4170.6,38.9,88,132,116,4.2,35.374,3.51
4173.12,37.1,98,116,114,3.8,35.4,3
4175.64,35.9,89,384,114,13.2,35.426,3.2
4178.16,36.6,92,358,116,12.1,35.45,3.16
4180.68,36.8,92,229,117,7.7,35.476,3.17
4183.2,35.3,69,94,126,3.3,35.501,4.06
4185.72,37,88,20,126,0.7,35.527,3.34
4188.24,37.8,54,187,126,6.1,35.553,5.56
4190.76,38.3,96,266,126,8.6,35.579,3.17
4193.28,40,96,157,127,4.9,35.607,3.31
4195.8,39.9,59,150,129,4.6,35.635,5.37
4198.32,39.1,0,0,132,0,35.663,NA
4200.84,39,86,21,131,0.7,35.691,3.6
4203.36,39.2,40,68,129,2.1,35.717,7.78
4205.88,39.1,59,64,126,2,35.745,5.26
4208.4,38.4,0,0,125,0,35.771,NA
4210.92,38.4,73,123,122,4,35.799,4.17
4213.44,38.5,64,74,119,2.4,35.825,4.77
4215.96,39.4,95,126,119,4,35.853,3.29
4218.48,39.8,73,131,119,4.1,35.881,4.33
4221,39.9,104,62,119,1.9,35.909,3.04
4223.52,39.5,109,141,113,4.4,35.937,2.88
4226.04,38.9,97,142,115,4.5,35.963,3.18
4228.56,37.9,75,184,120,6,35.991,4.01
4231.08,36.7,97,272,119,9.2,36.016,3
4233.6,34.4,58,154,119,5.5,36.04,4.71
4236.12,30.5,68,408,119,16.5,36.062,3.56
4238.64,30.2,84,412,120,16.8,36.083,2.85
4241.16,28.5,80,316,128,13.7,36.105,2.83
4243.68,25.3,71,139,131,6.8,36.122,2.83
4246.2,19.5,61,21,134,1.4,36.137,2.54
4248.72,15.6,0,81,137,6.4,36.148,NA
4251.24,12.4,41,104,138,10.3,36.157,2.4
4253.76,11.5,0,70,138,7.6,36.165,NA
4256.28,9.7,41,93,138,11.9,36.172,1.88
4258.8,8.4,0,61,137,8.9,36.178,NA
4261.32,7.9,0,102,136,15.8,36.182,NA
4263.84,9.2,0,125,133,16.7,36.189,NA
4266.36,12.2,0,84,133,8.5,36.198,NA
4268.88,15.3,64,88,130,7.1,36.208,1.9
4271.4,17,51,58,130,4.2,36.221,2.65
4273.92,18.5,53,75,130,5,36.234,2.77
4276.44,20.1,63,72,130,4.4,36.247,2.53
4278.96,21.5,85,51,0,2.9,36.262,2.01
4281.48,22.9,107,65,0,3.5,36.277,1.7
4284,24.8,118,54,0,2.7,36.294,1.67
4286.52,26.9,92,61,0,2.8,36.314,2.32
4289.04,27.5,56,63,0,2.8,36.333,3.9
4291.56,27.2,64,75,0,3.4,36.353,3.37
4294.08,27.4,78,90,0,4.1,36.372,2.79
4296.6,28,82,64,0,2.8,36.391,2.71
4299.12,29.1,89,59,0,2.5,36.411,2.59
4301.64,30.2,91,61,0,2.5,36.432,2.63
4304.16,30.5,91,67,0,2.7,36.454,2.66
4306.68,30.4,53,75,0,3.1,36.475,4.55
4309.2,28.5,92,104,0,4.5,36.495,2.46
4311.72,25.8,86,120,0,5.8,36.514,2.38
4314.24,24.2,75,226,0,11.5,36.532,2.56
4316.76,24.8,71,559,125,27.8,36.549,2.77
4319.28,27.7,86,693,124,31,36.566,2.56
4321.8,31.4,98,614,126,24.2,36.59,2.54
4324.32,29.9,0,0,126,0,36.611,NA
4326.84,24.8,81,143,128,7.1,36.628,2.43
4329.36,23.9,74,245,130,12.7,36.646,2.56
4331.88,22.7,60,29,143,1.6,36.661,3
4334.4,21.6,92,224,144,12.8,36.676,1.86
4336.92,20.5,77,165,144,9.9,36.691,2.11
4339.44,19,74,239,144,15.5,36.704,2.04
4341.96,17.9,69,244,137,16.8,36.717,2.06
4344.48,16.8,64,276,137,20.2,36.728,2.08
4347,16.8,67,359,137,26.3,36.741,1.99
4349.52,18.6,77,330,147,21.9,36.753,1.92
4352.04,17.6,75,320,149,22.5,36.766,1.86
4354.56,16.5,70,356,151,26.7,36.777,1.87
4357.08,16.4,69,367,153,27.7,36.788,1.89
4359.6,16.2,69,307,155,23.4,36.801,1.86
4362.12,16.6,70,418,155,31.2,36.812,1.88
4364.64,17.5,75,412,156,29.2,36.825,1.85
4367.16,18.5,79,417,157,27.8,36.838,1.86
4369.68,20.8,95,345,157,20.5,36.85,1.74
4372.2,21.4,91,313,157,18.1,36.866,1.87
4374.72,24.9,95,143,158,7.1,36.883,2.08
4377.24,25.1,56,181,160,8.9,36.9,3.56
4379.76,27,85,185,161,8.5,36.919,2.52
4382.28,27.7,89,58,161,2.6,36.939,2.47
4384.8,25.9,0,0,161,0,36.958,NA
4387.32,25.8,51,177,161,8.5,36.975,4.01
4389.84,26.6,91,154,162,7.1,36.993,2.32
4392.36,27,71,32,162,1.5,37.012,3.02
4394.88,26.6,78,144,161,6.7,37.031,2.71
4397.4,27.1,112,164,160,7.5,37.051,1.92
4399.92,28.1,85,144,158,6.3,37.07,2.62
4402.44,28.4,89,99,156,4.3,37.09,2.53
4404.96,28.2,0,0,155,0,37.109,NA
4407.48,27.5,84,128,155,5.8,37.128,2.6
4410,28.8,86,192,155,8.2,37.148,2.66
4412.52,31.8,95,308,155,12,37.169,2.66
4415.04,32.4,101,65,155,2.5,37.193,2.55
4417.56,33.2,95,158,0,5.9,37.217,2.77
4420.08,33.3,57,40,0,1.5,37.24,4.64
4422.6,32.1,52,135,137,5.2,37.262,4.9
4425.12,32.1,55,76,136,2.9,37.286,4.63
4427.64,32,96,152,135,5.9,37.307,2.65
4430.16,33.2,69,207,135,7.7,37.331,3.82
4432.68,33.5,86,101,133,3.7,37.353,3.09
4435.2,33.8,85,260,129,9.5,37.376,3.16
4437.72,35.1,84,148,126,5.2,37.402,3.32
4440.24,35.6,88,202,126,7,37.426,3.21
4442.76,34.8,0,0,127,0,37.452,NA
4445.28,33.5,0,86,119,3.2,37.475,NA
4447.8,33.9,88,78,119,2.8,37.499,3.06
4450.32,33.5,61,144,119,5.3,37.523,4.36
4452.84,34.4,64,104,126,3.7,37.546,4.27
4455.36,34.2,0,0,126,0,37.57,NA
4457.88,33.9,0,0,126,0,37.594,NA
4460.4,36.2,0,0,115,0,37.62,NA
4462.92,39.1,95,107,116,3.4,37.646,3.27
4465.44,39.4,61,86,109,2.7,37.674,5.13
4467.96,38,75,108,108,3.5,37.699,4.02
4470.48,37.7,86,24,108,0.8,37.725,3.48
4473,36.8,0,0,104,0,37.751,NA
4475.52,37,93,95,104,3.2,37.777,3.16
4478.04,35.3,0,0,104,0,37.803,NA
4480.56,30.9,0,0,104,0,37.824,NA
4483.08,26.5,0,0,104,0,37.844,NA
4485.6,20.4,0,0,0,0,37.859,NA
4488.12,15.1,0,0,0,0,37.87,NA
4490.64,7.8,0,0,98,0,37.874,NA
4493.16,6.6,41,176,98,32.8,37.881,1.28
4495.68,12.8,0,340,102,32.8,37.889,NA
4498.2,18.2,40,360,106,24.4,37.902,3.61
4500.72,26.3,64,457,106,21.5,37.919,3.26
4503.24,30.5,77,428,106,17.3,37.939,3.14
4505.76,36.2,90,546,106,18.6,37.965,3.19
4508.28,37.4,56,202,129,6.7,37.99,5.3
4510.8,37.7,0,0,138,0,38.016,NA
4513.32,35.7,0,0,138,0,38.042,NA
4515.84,34.7,0,0,138,0,38.066,NA
4518.36,35.7,72,347,138,12,38.092,3.94
4520.88,37,91,163,139,5.4,38.118,3.23
4523.4,36.9,96,172,143,5.8,38.143,3.05
4525.92,36.8,63,205,144,6.9,38.169,4.64
4528.44,36.2,68,63,144,2.1,38.193,4.23
4530.96,34.8,62,140,144,5,38.219,4.45
4533.48,35.1,87,160,144,5.6,38.243,3.2
4536,35.3,69,129,144,4.5,38.268,4.06
4538.52,34.3,55,97,141,3.5,38.292,4.95
4541.04,34.4,87,239,141,8.6,38.316,3.14
4543.56,34.4,67,91,137,3.3,38.339,4.07
4546.08,34,83,162,133,5.9,38.363,3.25
4548.6,35.2,92,206,134,7.2,38.389,3.04
4551.12,35.8,60,30,134,1,38.413,4.74
4553.64,35.7,0,0,134,0,38.439,NA
4556.16,35.3,0,133,134,4.6,38.462,NA
4558.68,36.5,64,170,134,5.8,38.488,4.53
4561.2,37,66,139,134,4.6,38.514,4.45
4563.72,37.5,65,110,134,3.6,38.54,4.58
4566.24,37.6,124,24,134,0.8,38.568,2.41
4568.76,38.1,64,21,0,0.7,38.594,4.72
4571.28,40.8,0,0,0,0,38.622,NA
4573.8,42.7,0,0,0,0,38.652,NA
4576.32,44.4,95,187,0,5.2,38.682,3.71
4578.84,43.7,0,20,120,0.6,38.712,NA
4581.36,41.7,93,214,120,6.3,38.742,3.56
4583.88,39.5,98,314,119,9.8,38.77,3.2
4586.4,36.7,88,624,116,21,38.796,3.31
4588.92,36.9,93,337,117,11.3,38.822,3.15
4591.44,35.6,84,231,117,8,38.848,3.36
4593.96,35.4,93,181,117,6.3,38.872,3.02
4596.48,34.4,42,179,123,6.4,38.895,6.5
4599,35.1,89,215,133,7.6,38.921,3.13
4601.52,36.1,96,158,135,5.4,38.945,2.98
4604.04,36.3,103,47,136,1.6,38.971,2.8
4606.56,35.9,68,125,138,4.3,38.997,4.19
4609.08,35.3,0,0,138,0,39.02,NA
4611.6,34.1,55,150,138,5.4,39.044,4.92
4614.12,34.5,79,114,138,4.1,39.07,3.47
4616.64,34.3,71,151,0,5.4,39.094,3.83
4619.16,35.3,89,175,0,6.1,39.117,3.15
4621.68,36.7,89,134,0,4.5,39.143,3.27
4624.2,37.4,79,192,139,6.3,39.169,3.76
4626.72,38.4,88,105,139,3.4,39.197,3.46
4629.24,37.4,0,0,133,0,39.223,NA
4631.76,37,95,166,133,5.5,39.249,3.09
4634.28,37.2,93,218,133,7.2,39.275,3.17
4636.8,36.4,91,327,133,11.1,39.301,3.17
4639.32,34.1,86,219,133,7.9,39.324,3.15
4641.84,31.5,78,415,133,16.3,39.348,3.21
4644.36,32.6,81,376,134,14.2,39.37,3.19
4646.88,33.3,83,357,136,13.2,39.393,3.18
4649.4,32.9,56,211,137,7.9,39.417,4.66
4651.92,34.7,86,254,137,9,39.441,3.2
4654.44,35.2,85,106,137,3.7,39.464,3.29
4656.96,34.8,64,130,137,4.6,39.49,4.32
4659.48,34.9,95,268,137,9.5,39.514,2.92
4662,34.8,106,188,137,6.7,39.538,2.61
4664.52,36.2,98,189,146,6.4,39.564,2.93
4667.04,37.1,91,31,146,1,39.589,3.24
4669.56,37.5,90,151,147,5,39.615,3.31
4672.08,37.1,57,88,147,2.9,39.641,5.17
4674.6,37.1,79,167,147,5.5,39.667,3.73
4677.12,37.8,82,128,146,4.2,39.695,3.66
4679.64,36.8,83,94,145,3.2,39.721,3.52
4682.16,36,71,112,145,3.8,39.745,4.02
4684.68,35.9,72,158,145,5.4,39.77,3.96
4687.2,36.4,98,280,141,9.5,39.796,2.95
4689.72,37.7,97,203,141,6.7,39.822,3.08
4692.24,37,51,98,141,3.3,39.848,5.76
4694.76,37.5,97,76,141,2.5,39.874,3.07
4697.28,37.8,84,249,141,8.1,39.9,3.57
4699.8,38.6,87,145,141,4.6,39.928,3.52
4702.32,38.9,85,78,141,2.5,39.954,3.63
4704.84,38.6,85,123,0,4,39.982,3.6
4707.36,38.3,0,0,137,0,40.007,NA
4709.88,37.6,92,124,137,4.1,40.035,3.24
4712.4,37.6,83,86,137,2.8,40.061,3.6
4714.92,37.5,95,117,137,3.8,40.087,3.13
4717.44,37.3,92,99,0,3.3,40.113,3.22
4719.96,37.7,83,221,0,7.2,40.139,3.6
4722.48,36.8,78,151,120,5.1,40.165,3.74
4725,36.2,79,185,120,6.3,40.191,3.64
4727.52,35.9,83,161,120,5.5,40.216,3.43
4730.04,36.2,82,172,120,5.9,40.242,3.5
4732.56,36.3,90,173,121,5.9,40.266,3.2
4735.08,36.4,0,0,122,0,40.292,NA
4737.6,36.8,100,40,127,1.4,40.318,2.92
4740.12,37.2,65,55,127,1.8,40.344,4.54
4742.64,37.2,65,72,127,2.4,40.369,4.54
4745.16,37.1,0,0,127,0,40.395,NA
4747.68,37.3,86,133,127,4.4,40.421,3.44
4750.2,39.8,88,91,127,2.8,40.449,3.59
4752.72,42.6,101,140,126,4.1,40.479,3.35
4755.24,42.3,69,50,126,1.5,40.51,4.87
4757.76,41.1,0,101,126,3.1,40.538,NA
4760.28,40.4,95,107,126,3.3,40.566,3.38
4762.8,38.9,98,256,126,8.1,40.594,3.15
4765.32,37.3,87,137,0,4.5,40.619,3.4
4767.84,35.5,92,172,0,6,40.645,3.06
4770.36,34.2,91,247,0,8.9,40.669,2.98
4772.88,34.7,89,175,0,6.2,40.693,3.09
4775.4,33,83,106,125,4,40.716,3.16
4777.92,34.2,83,194,125,7,40.74,3.27
4780.44,34.1,82,122,125,4.4,40.764,3.3
4782.96,34.1,98,106,125,3.8,40.788,2.76
4785.48,35.1,69,128,0,4.5,40.813,4.04
4788,35.6,90,205,125,7.1,40.837,3.14
4790.52,36.2,92,206,125,7,40.863,3.12
4793.04,35.6,101,140,125,4.9,40.887,2.8
4795.56,34.5,93,164,125,5.9,40.913,2.94
4798.08,34.5,87,152,125,5.4,40.936,3.15
4800.6,34.8,67,80,126,2.8,40.96,4.12
4803.12,34,93,205,126,7.5,40.984,2.9
4805.64,33.1,84,200,126,7.5,41.007,3.13
4808.16,31.8,77,274,126,10.6,41.029,3.28
4810.68,31.6,79,362,127,14.1,41.053,3.17
4813.2,30.7,77,342,134,13.8,41.074,3.16
4815.72,30.5,77,251,136,10.2,41.096,3.14
4818.24,32,83,229,138,8.8,41.117,3.06
4820.76,33,78,94,139,3.5,41.141,3.36
4823.28,32.2,82,142,146,5.4,41.162,3.12
4825.8,32.4,81,220,146,8.4,41.186,3.17
4828.32,32.5,84,202,146,7.7,41.208,3.07
4830.84,32.4,95,264,146,10.1,41.231,2.71
4833.36,33.7,96,194,146,7.1,41.255,2.79
4835.88,33.2,93,125,146,4.6,41.277,2.83
4838.4,32.1,101,118,146,4.5,41.3,2.52
4840.92,33,92,211,146,7.9,41.324,2.85
4843.44,36.2,77,172,146,5.9,41.348,3.73
4845.96,37.4,91,89,0,2.9,41.374,3.26
4848.48,36.9,0,0,147,0,41.4,NA
4851,36.4,74,237,147,8,41.425,3.9
4853.52,37,92,214,146,7.1,41.451,3.19
4856.04,36.7,93,312,146,10.5,41.477,3.13
4858.56,33.5,85,199,146,7.3,41.501,3.13
4861.08,32,83,287,146,11.1,41.524,3.06
4863.6,33.2,84,270,146,10.1,41.546,3.14
4866.12,33.4,120,116,0,4.3,41.57,2.21
4868.64,33.7,87,290,146,10.6,41.593,3.07
4871.16,35,87,208,146,7.3,41.617,3.19
4873.68,36.2,97,136,146,4.6,41.643,2.96
4876.2,37.1,84,139,146,4.6,41.669,3.51
4878.72,35.6,98,140,0,4.9,41.695,2.88
4881.24,32.2,84,118,146,4.5,41.716,3.04
4883.76,29.7,84,293,146,12.2,41.738,2.81
4886.28,29.9,84,208,146,8.6,41.759,2.83
4888.8,28.9,78,188,145,8,41.779,2.94
4891.32,27.4,79,296,145,13.3,41.798,2.75
4893.84,26.7,81,484,145,22.4,41.818,2.62
4896.36,27.6,86,346,145,15.5,41.837,2.55
4898.88,25.4,79,354,0,17.2,41.854,2.55
4901.4,23.4,80,345,145,18.2,41.871,2.32
4903.92,22.8,77,421,145,22.8,41.889,2.35
4906.44,22.5,77,313,147,17.2,41.904,2.32
4908.96,23.5,80,334,149,17.5,41.921,2.33
4911.48,24.6,83,223,149,11.2,41.936,2.35
4914,26.4,91,135,156,6.3,41.955,2.3
4916.52,32.5,106,140,156,5.3,41.977,2.43
4919.04,38.6,83,187,156,6,42.003,3.69
4921.56,40.4,0,0,156,0,42.031,NA
4924.08,43.5,0,0,156,0,42.061,NA
4926.6,43.7,0,0,0,0,42.091,NA
4929.12,40.7,91,235,155,7.1,42.121,3.55
4931.64,37.9,88,281,155,9.2,42.147,3.42
4934.16,34.5,51,82,155,2.9,42.173,5.37
4936.68,36.1,89,248,155,8.5,42.197,3.22
4939.2,38.2,116,105,146,3.4,42.223,2.61
4941.72,39.4,49,68,142,2.1,42.251,6.38
4944.24,41.1,114,49,142,1.5,42.279,2.86
4946.76,40.8,0,0,142,0,42.309,NA
4949.28,39.8,42,33,142,1,42.337,7.52
4951.8,38,0,17,0,0.6,42.363,NA
4954.32,37.1,86,163,0,5.4,42.389,3.42
4956.84,37.9,83,191,0,6.2,42.415,3.62
4959.36,37.2,84,112,0,3.7,42.443,3.51
4961.88,36,79,155,0,5.3,42.466,3.62
4964.4,37,80,122,111,4.1,42.492,3.67
4966.92,36.8,85,151,112,5.1,42.518,3.44
4969.44,35.7,53,20,112,0.7,42.544,5.35
4971.96,35.6,81,280,112,9.7,42.57,3.49
4974.48,37.6,83,179,117,5.9,42.596,3.6
4977,42,95,104,124,3.1,42.624,3.51
4979.52,42.3,0,0,124,0,42.654,NA
4982.04,40.5,0,0,124,0,42.682,NA
4984.56,38.9,48,142,124,4.5,42.71,6.43
4987.08,39.7,88,258,125,8,42.738,3.58
4989.6,40,85,33,125,1,42.766,3.73
4992.12,38.3,0,0,125,0,42.792,NA
4994.64,35.2,0,0,125,0,42.817,NA
4997.16,31.9,0,0,122,0,42.839,NA
4999.68,26.5,0,0,117,0,42.858,NA
5002.2,26.8,0,226,111,10.4,42.878,NA
5004.72,31.6,77,338,110,13.2,42.899,3.26
5007.24,35,88,413,110,14.6,42.923,3.16
5009.76,37.8,53,418,110,13.7,42.949,5.66
5012.28,37.9,67,101,110,3.3,42.977,4.49
5014.8,37.1,0,0,110,0,43.003,NA
5017.32,36.1,0,109,0,3.7,43.027,NA
5019.84,38,95,281,0,9.2,43.055,3.17
5022.36,39,47,89,0,2.8,43.08,6.59
5024.88,38.4,0,0,0,0,43.108,NA
5027.4,38.7,0,294,0,9.4,43.134,NA
5029.92,38.7,65,166,0,5.3,43.162,4.73
5032.44,38.5,56,25,0,0.8,43.188,5.46
5034.96,38,96,111,130,3.6,43.216,3.14
5037.48,38.4,71,165,131,5.3,43.242,4.29
5040,38.1,0,0,131,0,43.27,NA
5042.52,36.6,0,0,131,0,43.294,NA
5045.04,35.6,92,257,133,8.9,43.32,3.07
5047.56,37.9,84,406,133,13.2,43.345,3.58
5050.08,40.3,88,310,133,9.5,43.373,3.63
5052.6,41.5,90,239,133,7.1,43.401,3.66
5055.12,42.1,93,116,0,3.4,43.432,3.59
5057.64,41,49,45,0,1.4,43.46,6.64
5060.16,40.6,88,149,0,4.5,43.49,3.66
5062.68,40.6,98,138,0,4.2,43.518,3.29
5065.2,40,88,102,137,3.2,43.546,3.61
5067.72,39.8,89,218,138,6.8,43.574,3.55
5070.24,41.1,91,225,137,6.8,43.602,3.58
5072.76,42,0,0,137,0,43.632,NA
5075.28,40,0,0,137,0,43.66,NA
5077.8,39.2,0,0,137,0,43.686,NA
5080.32,39.1,0,0,137,0,43.714,NA
5082.84,39.7,0,0,137,0,43.742,NA
5085.36,40.4,84,255,138,7.8,43.77,3.82
5087.88,41.6,80,23,138,0.7,43.798,4.13
5090.4,41.3,55,181,138,5.4,43.828,5.96
5092.92,42.1,66,73,136,2.1,43.856,5.06
5095.44,42.6,80,90,125,2.6,43.886,4.23
5097.96,43.3,89,222,125,6.3,43.917,3.86
5100.48,43.8,91,180,125,5.1,43.947,3.82
5103,44.7,92,176,125,4.9,43.979,3.86
5105.52,44.2,0,0,126,0,44.009,NA
5108.04,42.3,0,0,128,0,44.039,NA
5110.56,41.1,41,180,128,5.4,44.07,7.96
5113.08,41.9,90,138,130,4.1,44.098,3.69
5115.6,42.4,81,132,126,3.8,44.128,4.15
5118.12,43.2,90,190,126,5.4,44.158,3.81
5120.64,43.9,93,129,125,3.6,44.188,3.75
5123.16,42.6,0,0,125,0,44.218,NA
5125.68,41.5,40,122,120,3.6,44.248,8.23
5128.2,40.8,66,97,120,2.9,44.276,4.91
5130.72,39.9,76,77,120,2.4,44.304,4.17
5133.24,39.1,100,186,120,5.9,44.332,3.1
5135.76,39.4,86,277,0,8.7,44.358,3.64
5138.28,39.6,64,141,120,4.4,44.386,4.91
5140.8,40.3,87,195,120,6,44.414,3.68
5143.32,41.7,81,111,122,3.3,44.445,4.09
5145.84,41.3,52,34,127,1,44.473,6.3
5148.36,40.5,67,133,128,4.1,44.501,4.8
5150.88,40.2,86,143,128,4.4,44.529,3.71
5153.4,39.6,0,0,129,0,44.557,NA
5155.92,38,83,240,129,7.8,44.585,3.63
5158.44,38.2,77,199,129,6.4,44.61,3.94
5160.96,39.5,83,97,129,3.1,44.639,3.78
5163.48,40.3,0,0,126,0,44.667,NA
5166,39.4,44,22,122,0.7,44.695,7.11
5168.52,40.6,89,193,116,5.9,44.723,3.62
5171.04,40.8,65,78,119,2.4,44.751,4.98
5173.56,39.9,93,135,120,4.2,44.779,3.41
5176.08,39.1,80,150,120,4.7,44.807,3.88
5178.6,38.6,64,131,117,4.2,44.832,4.79
5181.12,38.2,78,185,117,6,44.86,3.89
5183.64,39.2,85,176,117,5.5,44.886,3.66
5186.16,41.2,0,0,117,0,44.917,NA
5188.68,45.1,0,149,117,4.1,44.947,NA
5191.2,47.8,0,0,0,0,44.979,NA
5193.72,49.7,0,0,0,0,45.013,NA
5196.24,52.4,0,0,117,0,45.05,NA
5198.76,53.2,0,0,117,0,45.087,NA
5201.28,53.5,0,0,117,0,45.126,NA
5203.8,52.2,0,0,114,0,45.162,NA
5206.32,50.7,0,0,114,0,45.197,NA
5208.84,49.8,0,55,114,1.4,45.233,NA
5211.36,49.7,44,77,109,1.9,45.268,8.96
5213.88,49.4,0,0,108,0,45.302,NA
5216.4,49.7,0,136,107,3.4,45.337,NA
5218.92,51.2,0,23,107,0.6,45.371,NA
5221.44,50,0,0,107,0,45.408,NA
5223.96,45.6,0,0,107,0,45.44,NA
5226.48,43.5,0,0,0,0,45.47,NA
5229,42.4,0,0,0,0,45.501,NA
5231.52,40.1,0,0,0,0,45.529,NA
5234.04,34.8,0,0,0,0,45.554,NA
5236.56,30.7,0,0,0,0,45.576,NA
5239.08,23.7,0,0,0,0,45.593,NA
5241.6,15.1,0,0,0,0,45.606,NA
5244.12,8,0,18,90,2.8,45.613,NA
5246.64,10.8,0,189,90,21.6,45.619,NA
5249.16,16.8,0,377,90,27.7,45.63,NA
5251.68,24.5,45,433,90,21.8,45.647,4.32
5254.2,28.9,58,504,90,21.6,45.666,3.95
5256.72,31.9,65,368,121,14.2,45.688,3.89
5259.24,32.8,67,339,130,12.8,45.712,3.89
5261.76,33.4,67,275,131,10.2,45.735,3.96
5264.28,34.3,72,370,132,13.3,45.759,3.78
5266.8,35.4,73,340,132,11.9,45.783,3.85
5269.32,36.3,76,93,134,3.2,45.809,3.79
5271.84,35.4,42,152,135,5.3,45.835,6.69
5274.36,35.7,60,173,136,6,45.858,4.72
5276.88,36.7,77,81,136,2.7,45.884,3.78
5279.4,37.4,41,113,136,3.7,45.91,7.24
5281.92,38.7,0,106,136,3.4,45.938,NA
5284.44,38.7,90,92,152,2.9,45.964,3.41
5286.96,39.1,55,161,152,5.1,45.992,5.64
5289.48,38.9,76,107,152,3.4,46.018,4.06
5292,38.5,40,158,152,5.1,46.046,7.64
5294.52,38.3,79,137,137,4.4,46.072,3.85
5297.04,37.5,57,154,147,5.1,46.1,5.22
5299.56,37.3,63,133,147,4.4,46.125,4.7
5302.08,37.4,61,246,147,8.1,46.151,4.87
5304.6,37.5,52,220,147,7.2,46.177,5.72
5307.12,37.3,80,253,147,8.4,46.203,3.7
5309.64,37.6,60,251,147,8.2,46.229,4.97
5312.16,38.3,53,165,145,5.3,46.257,5.74
5314.68,38.4,46,242,145,7.8,46.283,6.63
5317.2,38.5,82,211,145,6.8,46.311,3.73
5319.72,38.9,52,171,145,5.4,46.337,5.94
5322.24,39.6,80,177,144,5.5,46.365,3.93
5324.76,40.3,75,166,144,5.1,46.393,4.26
5327.28,41.2,89,154,144,4.6,46.423,3.67
5329.8,40.6,82,182,144,5.5,46.451,3.93
5332.32,39.3,85,190,144,6,46.479,3.67
5334.84,38.8,92,252,144,8,46.505,3.35
5337.36,38.8,68,266,144,8.5,46.533,4.53
5339.88,39,0,189,144,6,46.561,NA
5342.4,39,49,143,144,4.5,46.587,6.32
5344.92,38.4,86,147,144,4.7,46.615,3.54
5347.44,38.4,86,144,144,4.6,46.641,3.54
5349.96,38,65,181,0,5.9,46.669,4.64
5352.48,38.1,81,202,0,6.6,46.694,3.73
5355,38.1,55,195,0,6.3,46.72,5.5
5357.52,38.1,93,275,143,8.9,46.748,3.25
5360.04,38,93,226,143,7.3,46.774,3.24
5362.56,36.9,87,219,142,7.3,46.8,3.37
5365.08,37,75,216,141,7.2,46.826,3.92
5367.6,38.8,77,170,141,5.4,46.852,4
5370.12,39.4,55,191,141,6,46.88,5.69
5372.64,39,70,125,141,4,46.908,4.42
5375.16,38.4,46,126,141,4.1,46.934,6.63
5377.68,38.3,67,217,141,7,46.962,4.54
5380.2,37.9,93,302,140,9.8,46.987,3.23
5382.72,36.7,93,326,140,11,47.013,3.13
5385.24,36,90,375,140,12.9,47.039,3.17
5387.76,37.9,91,288,140,9.4,47.065,3.31
5390.28,38.5,97,299,0,9.6,47.091,3.15
5392.8,39.4,81,256,0,8,47.119,3.86
5395.32,39.3,97,147,0,4.6,47.147,3.22
5397.84,37.8,0,0,0,0,47.173,NA
5400.36,37.2,75,310,0,10.3,47.199,3.94
5402.88,37.7,95,310,0,10.2,47.227,3.15
5405.4,37.7,103,145,0,4.7,47.253,2.9
5407.92,37,77,169,0,5.6,47.278,3.81
5410.44,36.9,98,240,0,8,47.304,2.99
5412.96,36.9,92,216,0,7.2,47.33,3.18
5415.48,35.6,88,218,0,7.6,47.356,3.21
